ChemicalId,Kg,RealKg,ScalerId,StartScale,EndScale
153,2040.00,2000.00,1063,2023-09-28 15:28:04.183,2023-09-28 15:28:09.550
223,2040.00,1990.00,1063,2023-09-28 15:28:12.860,2023-09-28 15:28:19.000
147,1500.00,1450.00,1063,2023-09-28 15:28:41.853,2023-09-28 15:28:54.913
51,18000.00,17990.00,1063,2023-09-28 15:39:48.203,2023-09-28 15:40:00.220
52,2040.00,1990.00,1063,2023-09-28 15:40:01.987,2023-09-28 15:40:08.640
223,2040.00,2010.00,1063,2023-09-28 15:55:15.620,2023-09-28 15:55:22.030
52,2040.00,2010.00,1063,2023-09-28 15:55:25.570,2023-09-28 15:55:32.353
147,1500.00,1450.00,1063,2023-09-28 15:56:47.470,2023-09-28 15:56:59.783
153,3000.00,3010.00,1063,2023-09-28 15:58:54.670,2023-09-28 15:59:02.207
58,2040.00,2000.00,1063,2023-09-28 15:59:34.380,2023-09-28 15:59:45.457
52,2040.00,2000.00,1063,2023-09-28 16:08:24.943,2023-09-28 16:08:31.717
58,2040.00,1990.00,1063,2023-09-28 16:10:16.143,2023-09-28 16:10:27.490
147,3000.00,2950.00,1063,2023-09-28 16:10:36.213,2023-09-28 16:10:56.770
223,2040.00,2020.00,1063,2023-09-28 19:36:35.057,2023-09-28 19:36:41.230
52,2040.00,2020.00,1063,2023-09-28 19:36:43.587,2023-09-28 19:36:50.353
147,1500.00,1450.00,1063,2023-09-28 19:37:03.573,2023-09-28 19:37:16.717
153,1020.00,1010.00,1063,2023-09-28 19:37:25.673,2023-09-28 19:37:29.070
58,1500.00,1450.00,1063,2023-09-28 19:37:41.563,2023-09-28 19:37:50.200
147,3000.00,2990.00,1063,2023-09-28 19:58:28.737,2023-09-28 19:59:05.500
58,1020.00,980.00,1063,2023-09-28 19:59:42.883,2023-09-28 19:59:54.187
147,3000.00,2950.00,1063,2023-09-28 19:59:09.550,2023-09-28 19:59:31.547
147,4000.00,3950.00,1063,2023-09-28 20:07:40.880,2023-09-28 20:08:07.707
58,1600.00,1560.00,1063,2023-09-28 20:08:12.030,2023-09-28 20:08:21.623
51,18000.00,17970.00,1063,2023-09-28 20:15:17.207,2023-09-28 20:15:29.113
190,1500.00,1450.00,1063,2023-09-28 20:15:44.397,2023-09-28 20:15:54.217
191,1500.00,1490.00,1063,2023-09-28 20:16:03.560,2023-09-28 20:16:13.340
141,3000.00,2950.00,1063,2023-09-28 20:16:51.540,2023-09-28 20:17:04.513
147,1500.00,1450.00,1063,2023-09-28 20:17:12.757,2023-09-28 20:17:25.967
52,2040.00,1990.00,1063,2023-09-28 20:17:44.413,2023-09-28 20:17:51.087
141,3000.00,3000.00,1063,2023-09-28 20:18:15.297,2023-09-28 20:18:23.673
141,3000.00,3030.00,1063,2023-09-28 20:18:29.840,2023-09-28 20:18:37.227
223,2040.00,1990.00,1063,2023-09-28 20:24:41.187,2023-09-28 20:24:47.473
52,2040.00,2000.00,1063,2023-09-28 20:25:00.533,2023-09-28 20:25:07.187
147,1500.00,1450.00,1063,2023-09-28 20:25:46.250,2023-09-28 20:25:58.800
153,1020.00,990.00,1063,2023-09-28 20:26:05.317,2023-09-28 20:26:24.060
58,2040.00,1990.00,1063,2023-09-28 20:26:43.713,2023-09-28 20:26:55.200
58,2040.00,1990.00,1063,2023-09-28 21:56:36.450,2023-09-28 21:56:48.430
223,4080.00,210.00,1063,2023-09-28 21:56:50.137,2023-09-28 21:56:56.817
147,3000.00,2790.00,1063,2023-09-28 21:56:57.557,2023-09-28 21:57:27.640
58,2040.00,2000.00,1063,2023-09-28 21:35:48.523,2023-09-28 21:36:00.493
223,4080.00,14230.00,1063,2023-09-28 21:36:06.463,2023-09-28 21:36:11.307
147,3000.00,3020.00,1063,2023-09-28 21:36:20.273,2023-09-28 21:36:40.493
51,48000.00,47950.00,1063,2023-09-28 21:47:53.480,2023-09-28 21:48:14.527
52,5440.00,5420.00,1063,2023-09-28 21:48:32.913,2023-09-28 21:48:47.627
223,2040.00,2050.00,1063,2023-09-28 22:19:44.353,2023-09-28 22:19:52.403
147,1500.00,30.00,1063,2023-09-28 22:19:54.090,2023-09-28 22:20:14.040
59,6900.00,6890.00,1063,2023-09-28 22:20:15.900,2023-09-28 22:20:42.613
223,2040.00,2000.00,1063,2023-09-28 23:08:02.957,2023-09-28 23:08:09.270
52,2040.00,2060.00,1063,2023-09-28 23:08:10.317,2023-09-28 23:08:17.827
147,1500.00,1470.00,1063,2023-09-28 23:08:31.223,2023-09-28 23:14:04.157
58,1020.00,990.00,1063,2023-09-28 23:14:13.860,2023-09-28 23:14:32.130
58,1500.00,1460.00,1063,2023-09-29 02:52:05.967,2023-09-29 02:52:15.187
153,2040.00,1990.00,1063,2023-09-29 02:52:21.640,2023-09-29 02:52:27.057
147,1500.00,1450.00,1063,2023-09-29 02:52:38.017,2023-09-29 02:52:52.183
223,2040.00,2010.00,1063,2023-09-29 02:53:13.767,2023-09-29 02:53:20.093
58,1020.00,970.00,1063,2023-09-29 00:08:53.447,2023-09-29 00:09:00.207
153,1020.00,1000.00,1063,2023-09-29 00:09:09.563,2023-09-29 00:09:12.860
223,2040.00,2010.00,1063,2023-09-29 00:09:21.633,2023-09-29 00:09:27.810
147,1500.00,1450.00,1063,2023-09-29 00:09:29.070,2023-09-29 00:09:42.303
223,2040.00,2010.00,1063,2023-09-29 00:20:47.680,2023-09-29 00:20:54.287
52,2040.00,1990.00,1063,2023-09-29 00:21:00.447,2023-09-29 00:21:12.347
147,1500.00,1450.00,1063,2023-09-29 00:21:22.993,2023-09-29 00:21:36.803
153,1020.00,990.00,1063,2023-09-29 00:21:39.903,2023-09-29 00:21:43.240
58,2040.00,1990.00,1063,2023-09-29 00:21:53.073,2023-09-29 00:22:05.057
58,1500.00,1470.00,1063,2023-09-29 00:26:03.653,2023-09-29 00:26:18.060
223,2040.00,2020.00,1063,2023-09-29 00:26:33.900,2023-09-29 00:26:40.480
147,1500.00,1520.00,1063,2023-09-29 00:26:41.680,2023-09-29 00:27:09.207
153,2040.00,2000.00,1063,2023-09-29 00:27:12.967,2023-09-29 00:27:20.883
58,1500.00,1450.00,1063,2023-09-29 02:11:25.737,2023-09-29 02:11:34.797
153,1500.00,50.00,1063,2023-09-29 02:11:57.610,2023-09-29 02:12:34.217
147,1500.00,1480.00,1063,2023-09-29 02:12:38.460,2023-09-29 02:12:51.233
58,2720.00,2680.00,1063,2023-09-29 02:36:53.177,2023-09-29 02:37:08.267
223,2040.00,2040.00,1063,2023-09-29 03:02:09.207,2023-09-29 03:02:10.260
52,2040.00,1990.00,1063,2023-09-29 03:03:10.203,2023-09-29 03:03:24.853
147,1500.00,1450.00,1063,2023-09-29 03:03:42.023,2023-09-29 03:03:55.280
223,2040.00,2000.00,1063,2023-09-29 03:05:42.967,2023-09-29 03:05:49.340
58,1020.00,1010.00,1063,2023-09-29 03:05:50.087,2023-09-29 03:06:02.387
51,48000.00,47950.00,1063,2023-09-29 03:13:51.490,2023-09-29 03:14:11.713
58,1500.00,1450.00,1063,2023-09-29 03:19:13.993,2023-09-29 03:19:33.833
153,999.00,980.00,1063,2023-09-29 03:19:39.337,2023-09-29 03:19:42.677
147,1500.00,1460.00,1063,2023-09-29 03:19:57.863,2023-09-29 03:20:06.913
51,12000.00,12000.00,1063,2023-09-29 06:12:16.370,2023-09-29 06:12:43.697
52,2040.00,2080.00,1063,2023-09-29 06:12:45.633,2023-09-29 06:13:45.140
52,2040.00,1820.00,1063,2023-09-29 14:37:51.690,2023-09-29 14:39:25.350
64,3000.00,2990.00,1063,2023-09-29 14:39:26.383,2023-09-29 14:39:35.100
58,1500.00,1480.00,1063,2023-09-29 04:01:52.510,2023-09-29 04:02:09.040
223,2040.00,2020.00,1063,2023-09-29 04:38:02.567,2023-09-29 04:38:09.133
58,1020.00,970.00,1052,2023-10-07 13:45:41.040,2023-10-07 13:45:46.937
58,2040.00,2000.00,1063,2023-09-29 05:03:11.983,2023-09-29 05:03:23.670
153,1020.00,980.00,1063,2023-09-29 05:03:29.750,2023-09-29 05:03:33.047
223,2040.00,2010.00,1063,2023-09-29 05:03:38.223,2023-09-29 05:03:44.737
147,1500.00,1450.00,1063,2023-09-29 05:03:50.513,2023-09-29 05:04:03.593
59,1020.00,940.00,1063,2023-09-29 05:04:10.027,2023-09-29 05:04:25.127
58,1020.00,970.00,1063,2023-09-29 05:06:04.100,2023-09-29 05:06:10.700
58,1500.00,1460.00,1063,2023-09-29 05:20:14.660,2023-09-29 05:20:23.887
58,1500.00,1450.00,1063,2023-09-29 05:28:31.683,2023-09-29 05:28:41.097
153,1020.00,1010.00,1063,2023-09-29 05:28:47.960,2023-09-29 05:28:51.263
223,2040.00,2000.00,1063,2023-09-29 05:28:54.120,2023-09-29 05:29:00.317
147,1500.00,1450.00,1063,2023-09-29 05:29:04.737,2023-09-29 05:29:17.950
58,1020.00,990.00,1063,2023-09-29 07:44:37.687,2023-09-29 07:44:44.240
223,2040.00,1990.00,1063,2023-09-29 09:17:23.560,2023-09-29 09:17:29.873
147,1500.00,1450.00,1063,2023-09-29 09:17:31.513,2023-09-29 09:17:44.990
58,1020.00,970.00,1063,2023-09-29 09:18:00.337,2023-09-29 09:18:06.707
223,2040.00,2010.00,1063,2023-09-29 09:40:29.037,2023-09-29 09:40:35.650
223,4080.00,4050.00,1063,2023-09-29 10:12:49.550,2023-09-29 10:13:00.677
58,2040.00,1990.00,1063,2023-09-29 10:13:06.907,2023-09-29 10:13:18.117
147,3000.00,2950.00,1063,2023-09-29 10:13:29.640,2023-09-29 10:13:50.827
58,2720.00,2670.00,1063,2023-09-29 12:59:53.973,2023-09-29 13:00:08.393
51,48000.00,47980.00,1063,2023-09-29 14:58:35.083,2023-09-29 14:59:03.230
191,4000.00,3980.00,1063,2023-09-29 14:59:16.947,2023-09-29 14:59:31.647
147,4000.00,3950.00,1063,2023-09-29 14:59:34.590,2023-09-29 15:00:00.460
141,8000.00,7970.00,1063,2023-09-29 15:00:11.670,2023-09-29 15:00:38.487
153,4080.00,4030.00,1063,2023-09-29 14:45:30.493,2023-09-29 14:45:40.423
58,2040.00,2000.00,1063,2023-09-29 14:45:50.290,2023-09-29 14:46:01.297
223,4080.00,4070.00,1063,2023-09-29 14:46:02.710,2023-09-29 14:46:13.957
147,3000.00,2950.00,1063,2023-09-29 14:46:18.267,2023-09-29 14:46:39.100
58,3000.00,2960.00,1063,2023-09-29 14:24:44.863,2023-09-29 14:25:00.463
153,3000.00,2980.00,1063,2023-09-29 14:25:07.313,2023-09-29 14:25:14.767
223,2040.00,1990.00,1063,2023-09-29 15:16:45.717,2023-09-29 15:16:58.420
52,2040.00,40.00,1063,2023-09-29 15:16:59.180,2023-09-29 15:17:57.547
147,1500.00,1450.00,1063,2023-09-29 15:17:58.437,2023-09-29 15:18:11.937
58,1020.00,990.00,1063,2023-09-29 15:18:33.277,2023-09-29 15:18:39.400
58,1500.00,1450.00,1063,2023-09-29 15:32:08.400,2023-09-29 15:32:16.910
153,2220.00,2190.00,1063,2023-09-29 15:32:38.007,2023-09-29 15:32:44.117
223,2040.00,1990.00,1063,2023-09-29 15:32:45.180,2023-09-29 15:32:51.397
147,1500.00,1540.00,1063,2023-09-29 15:32:54.430,2023-09-29 15:33:11.080
223,2040.00,2010.00,1063,2023-09-29 15:36:22.927,2023-09-29 15:36:29.243
52,2040.00,2030.00,1063,2023-09-29 15:36:31.473,2023-09-29 15:39:14.063
147,1500.00,1450.00,1063,2023-09-29 16:52:44.367,2023-09-29 16:52:58.297
153,2040.00,2030.00,1063,2023-09-29 16:53:07.987,2023-09-29 16:53:13.583
58,2040.00,1990.00,1063,2023-09-29 16:53:23.020,2023-09-29 16:53:34.180
58,1050.00,1000.00,1063,2023-09-29 16:33:38.497,2023-09-29 16:33:45.090
58,2040.00,1990.00,1063,2023-09-29 16:25:15.383,2023-09-29 16:25:26.370
153,2040.00,2030.00,1063,2023-09-29 16:25:32.390,2023-09-29 16:25:37.720
223,2040.00,2000.00,1063,2023-09-29 16:25:40.283,2023-09-29 16:25:47.067
147,1500.00,1510.00,1063,2023-09-29 16:26:00.970,2023-09-29 16:26:15.087
58,1050.00,1010.00,1063,2023-09-29 16:34:03.793,2023-09-29 16:34:10.150
58,1050.00,1020.00,1063,2023-09-29 16:34:19.793,2023-09-29 16:34:25.983
58,750.00,700.00,1063,2023-09-29 16:39:13.823,2023-09-29 16:39:18.920
58,1500.00,1450.00,1063,2023-09-29 18:35:16.963,2023-09-29 18:35:25.510
223,2010.00,1930.00,1063,2023-09-29 18:35:49.617,2023-09-29 18:36:26.420
147,1500.00,1450.00,1063,2023-09-29 18:36:27.543,2023-09-29 18:36:40.437
153,1020.00,990.00,1063,2023-09-29 18:37:34.140,2023-09-29 18:37:37.500
58,1500.00,1450.00,1063,2023-09-29 18:45:01.420,2023-09-29 18:45:09.880
153,1500.00,1550.00,1063,2023-09-29 18:51:30.667,2023-09-29 18:51:38.173
58,2040.00,2040.00,1063,2023-09-29 18:51:51.660,2023-09-29 18:52:18.753
223,2040.00,2080.00,1063,2023-09-29 18:52:22.237,2023-09-29 18:53:22.303
147,1500.00,1510.00,1063,2023-09-29 18:53:24.757,2023-09-29 18:53:40.413
58,2640.00,2590.00,1063,2023-09-29 19:59:08.770,2023-09-29 19:59:30.700
58,1020.00,980.00,1063,2023-09-29 19:57:37.383,2023-09-29 19:57:43.747
153,1020.00,1010.00,1063,2023-09-29 19:57:49.753,2023-09-29 19:57:53.163
223,2010.00,1970.00,1063,2023-09-29 19:58:00.087,2023-09-29 19:58:06.273
147,1500.00,1510.00,1063,2023-09-29 19:58:45.663,2023-09-29 19:58:56.600
52,4080.00,4030.00,1063,2023-09-29 19:41:28.207,2023-09-29 19:41:55.800
223,2040.00,2020.00,1063,2023-09-29 19:49:25.443,2023-09-29 19:49:37.400
52,2040.00,2010.00,1063,2023-09-29 19:49:38.190,2023-09-29 19:49:45.667
147,1500.00,2780.00,1063,2023-09-29 19:50:01.663,2023-09-29 19:50:20.517
153,1020.00,990.00,1063,2023-09-29 19:50:36.080,2023-09-29 19:50:39.820
58,2040.00,2010.00,1063,2023-09-29 19:50:52.610,2023-09-29 19:51:09.923
58,1020.00,980.00,1063,2023-09-29 19:51:41.060,2023-09-29 19:51:47.347
223,2040.00,13830.00,1063,2023-09-29 19:51:56.893,2023-09-29 19:52:00.687
147,1500.00,160.00,1063,2023-09-29 19:52:16.620,2023-09-29 19:57:28.150
58,3000.00,2960.00,1063,2023-09-29 20:08:57.693,2023-09-29 20:09:21.613
147,3000.00,2950.00,1063,2023-09-29 20:09:28.273,2023-09-29 20:09:49.560
223,4080.00,4060.00,1063,2023-09-29 20:10:24.750,2023-09-29 20:10:35.770
153,6000.00,5980.00,1063,2023-09-29 20:10:03.700,2023-09-29 20:10:17.317
58,1500.00,1550.00,1063,2023-09-29 20:40:47.387,2023-09-29 20:41:10.577
153,1500.00,1530.00,1063,2023-09-29 20:41:17.937,2023-09-29 20:41:38.700
223,2040.00,2010.00,1063,2023-09-29 20:41:42.420,2023-09-29 20:41:48.640
147,1500.00,1480.00,1063,2023-09-29 20:41:49.457,2023-09-29 20:42:20.607
58,1500.00,1470.00,1063,2023-09-29 20:40:22.480,2023-09-29 20:40:31.190
58,6000.00,5950.00,1063,2023-09-29 21:19:11.370,2023-09-29 21:19:41.843
58,2720.00,2680.00,1063,2023-09-29 22:16:39.190,2023-09-29 22:16:54.003
58,1020.00,980.00,1063,2023-09-29 22:21:31.990,2023-09-29 22:21:38.283
153,1020.00,3220.00,1063,2023-09-29 22:21:46.487,2023-09-29 22:22:00.490
223,2010.00,1980.00,1063,2023-09-29 22:22:11.797,2023-09-29 22:22:18.077
147,1500.00,1450.00,1063,2023-09-29 22:22:20.140,2023-09-29 22:22:34.103
58,2640.00,2600.00,1063,2023-09-29 22:22:47.437,2023-09-29 22:23:01.340
153,1020.00,990.00,1063,2023-09-30 03:35:03.550,2023-09-30 03:35:10.220
58,2040.00,1990.00,1063,2023-09-30 03:35:26.097,2023-09-30 03:35:38.483
223,2040.00,2000.00,1063,2023-09-30 03:35:44.057,2023-09-30 03:35:50.400
147,1500.00,1490.00,1063,2023-09-30 03:35:55.617,2023-09-30 03:36:20.073
58,999.00,1330.00,1063,2023-09-29 23:35:53.380,2023-09-29 23:36:06.180
223,2040.00,2000.00,1063,2023-09-29 23:36:08.503,2023-09-29 23:36:14.793
147,1500.00,1450.00,1063,2023-09-29 23:36:19.920,2023-09-29 23:36:34.763
51,12000.00,11970.00,1063,2023-09-29 23:40:28.427,2023-09-29 23:43:08.567
52,2040.00,1990.00,1063,2023-09-29 23:44:19.780,2023-09-29 23:44:29.087
58,510.00,1020.00,1063,2023-09-29 23:44:57.147,2023-09-29 23:45:06.173
64,3000.00,2980.00,1063,2023-09-29 23:45:37.703,2023-09-29 23:45:46.693
223,2040.00,1990.00,1063,2023-09-29 23:52:31.593,2023-09-29 23:52:38.810
52,2040.00,2020.00,1063,2023-09-29 23:52:45.310,2023-09-29 23:52:52.577
223,2040.00,1990.00,1063,2023-09-29 23:53:37.870,2023-09-29 23:53:44.070
52,2040.00,2010.00,1063,2023-09-29 23:56:02.420,2023-09-29 23:56:09.560
58,1500.00,1450.00,1063,2023-09-30 01:15:41.730,2023-09-30 01:15:57.930
147,1500.00,1450.00,1063,2023-09-30 01:16:07.600,2023-09-30 01:16:20.013
58,2640.00,2600.00,1063,2023-09-30 01:16:58.177,2023-09-30 01:17:12.893
147,1500.00,1530.00,1063,2023-09-30 01:19:06.140,2023-09-30 01:19:23.937
51,48000.00,47950.00,1063,2023-09-30 03:24:28.467,2023-09-30 03:24:54.477
52,5440.00,5420.00,1063,2023-09-30 03:24:55.520,2023-09-30 03:25:14.070
153,1020.00,990.00,1063,2023-09-30 05:46:35.367,2023-09-30 05:46:38.700
58,1500.00,1450.00,1063,2023-09-30 05:46:49.597,2023-09-30 05:46:59.000
223,2040.00,2000.00,1063,2023-09-30 05:47:04.123,2023-09-30 05:47:10.280
147,1500.00,1450.00,1063,2023-09-30 05:47:35.653,2023-09-30 05:47:49.117
223,2040.00,2020.00,1063,2023-09-30 04:24:43.833,2023-09-30 04:24:50.347
52,2040.00,1990.00,1063,2023-09-30 04:24:51.877,2023-09-30 04:24:59.907
58,1020.00,990.00,1063,2023-09-30 08:15:18.990,2023-09-30 08:15:26.270
58,1020.00,980.00,1063,2023-09-30 08:15:40.070,2023-09-30 08:15:46.927
58,2640.00,2610.00,1063,2023-09-30 08:38:36.823,2023-09-30 08:38:52.930
58,2640.00,2600.00,1063,2023-09-30 08:39:06.367,2023-09-30 08:39:21.417
223,4080.00,4050.00,1063,2023-09-30 12:04:43.627,2023-09-30 12:04:54.950
52,4080.00,4070.00,1063,2023-09-30 12:04:57.990,2023-09-30 12:05:11.430
147,3000.00,3000.00,1063,2023-09-30 12:47:06.047,2023-09-30 12:47:25.740
58,2040.00,2000.00,1063,2023-09-30 12:47:29.300,2023-09-30 12:47:41.033
223,2040.00,3790.00,1063,2023-09-30 12:06:48.007,2023-09-30 12:07:03.717
52,2040.00,2000.00,1063,2023-09-30 12:07:07.693,2023-09-30 12:07:17.220
147,1500.00,1450.00,1063,2023-09-30 12:14:01.210,2023-09-30 12:14:14.977
153,1020.00,980.00,1063,2023-09-30 12:14:23.890,2023-09-30 12:14:30.847
58,1500.00,1450.00,1063,2023-09-30 12:14:41.000,2023-09-30 12:14:50.063
58,1500.00,1450.00,1063,2023-09-30 12:27:08.987,2023-09-30 12:27:18.030
153,2040.00,1990.00,1063,2023-09-30 12:27:26.923,2023-09-30 12:27:32.520
223,2040.00,2010.00,1063,2023-09-30 12:27:33.260,2023-09-30 12:27:39.540
147,1500.00,1450.00,1063,2023-09-30 12:27:43.160,2023-09-30 12:27:55.813
58,1500.00,1470.00,1063,2023-09-30 15:51:21.290,2023-09-30 15:51:30.150
153,2400.00,2350.00,1063,2023-09-30 15:51:43.680,2023-09-30 15:51:49.807
51,12000.00,11980.00,1063,2023-09-30 16:22:10.227,2023-09-30 16:22:45.167
52,2040.00,1990.00,1063,2023-09-30 16:22:46.217,2023-09-30 16:22:53.257
58,1500.00,1450.00,1063,2023-09-30 16:23:15.193,2023-09-30 16:23:24.093
64,3000.00,2970.00,1063,2023-09-30 16:23:27.527,2023-09-30 16:23:36.337
51,12000.00,11950.00,1063,2023-09-30 16:56:20.040,2023-09-30 16:56:52.530
52,2040.00,1990.00,1063,2023-09-30 16:56:53.753,2023-09-30 16:57:00.690
58,1500.00,1470.00,1063,2023-09-30 16:57:22.363,2023-09-30 16:57:31.283
64,2040.00,2000.00,1063,2023-09-30 16:57:33.050,2023-09-30 16:57:39.463
58,2720.00,2690.00,1063,2023-09-30 17:17:56.173,2023-09-30 17:18:11.503
58,2720.00,2680.00,1063,2023-09-30 17:41:21.003,2023-09-30 17:41:36.410
58,1500.00,1470.00,1063,2023-09-30 17:40:11.283,2023-09-30 17:40:20.487
153,2040.00,1990.00,1063,2023-09-30 17:40:30.207,2023-09-30 17:40:35.660
223,2040.00,2000.00,1063,2023-09-30 17:40:37.063,2023-09-30 17:40:43.267
147,1500.00,2200.00,1063,2023-09-30 17:40:46.970,2023-09-30 17:41:01.627
58,1020.00,970.00,1063,2023-09-30 17:44:52.193,2023-09-30 17:44:58.787
147,1500.00,1450.00,1063,2023-09-30 17:45:28.433,2023-09-30 17:45:41.103
52,1020.00,2920.00,1063,2023-09-30 17:45:08.603,2023-09-30 17:45:22.043
153,3000.00,3000.00,1052,2023-09-30 17:49:01.260,2023-09-30 17:49:08.937
223,2040.00,2000.00,1052,2023-09-30 17:49:22.790,2023-09-30 17:49:29.070
147,1500.00,1450.00,1052,2023-09-30 17:49:34.050,2023-09-30 17:49:46.053
58,1500.00,1460.00,1052,2023-09-30 17:49:55.393,2023-09-30 17:50:04.433
223,4080.00,13890.00,1052,2023-09-30 19:22:53.853,2023-09-30 19:22:57.820
147,3000.00,3040.00,1052,2023-09-30 19:22:58.710,2023-09-30 19:23:18.903
58,1800.00,1750.00,1052,2023-09-30 19:23:24.307,2023-09-30 19:23:35.240
58,2040.00,2000.00,1052,2023-09-30 18:59:48.200,2023-09-30 19:00:00.247
147,3000.00,2950.00,1052,2023-09-30 19:00:07.633,2023-09-30 19:00:27.897
223,2040.00,1990.00,1052,2023-09-30 19:08:20.530,2023-09-30 19:08:26.700
52,2040.00,2080.00,1052,2023-09-30 19:08:28.093,2023-09-30 19:08:35.263
147,1500.00,1490.00,1052,2023-09-30 19:08:53.780,2023-09-30 19:09:16.407
153,1020.00,980.00,1052,2023-09-30 19:09:21.800,2023-09-30 19:09:27.707
58,2040.00,1990.00,1052,2023-09-30 20:21:08.680,2023-09-30 20:21:20.657
147,3000.00,2950.00,1052,2023-09-30 20:21:30.860,2023-09-30 20:21:51.067
58,1020.00,980.00,1052,2023-09-30 20:22:04.590,2023-09-30 20:22:11.240
58,1500.00,1460.00,1063,2023-09-30 20:33:50.380,2023-09-30 20:33:59.370
51,12000.00,11990.00,1063,2023-09-30 20:34:03.330,2023-09-30 20:34:37.973
52,2040.00,2010.00,1063,2023-09-30 20:34:51.350,2023-09-30 20:34:59.183
52,2040.00,1990.00,1063,2023-10-01 05:57:10.500,2023-10-01 05:57:17.320
64,3000.00,3000.00,1063,2023-10-01 05:57:20.880,2023-10-01 05:57:30.163
58,1500.00,1460.00,1063,2023-09-30 20:32:36.600,2023-09-30 20:32:45.773
153,3000.00,2960.00,1063,2023-09-30 20:32:58.647,2023-09-30 20:33:12.943
223,2040.00,1990.00,1063,2023-09-30 20:33:14.473,2023-09-30 20:33:21.240
147,1500.00,1500.00,1063,2023-09-30 20:33:26.637,2023-09-30 20:33:33.953
58,2720.00,2680.00,1063,2023-09-30 20:39:17.523,2023-09-30 20:39:33.337
58,1020.00,970.00,1063,2023-09-30 20:44:24.870,2023-09-30 20:44:31.827
223,2040.00,2010.00,1063,2023-09-30 20:44:37.050,2023-09-30 20:44:43.153
147,1500.00,1470.00,1063,2023-09-30 20:44:46.843,2023-09-30 20:44:54.947
223,4080.00,240.00,1063,2023-09-30 22:42:39.130,2023-09-30 22:42:43.037
147,3000.00,3040.00,1063,2023-09-30 22:42:45.417,2023-09-30 22:43:18.770
58,1800.00,1750.00,1063,2023-09-30 22:43:23.580,2023-09-30 22:43:34.940
58,2040.00,1990.00,1063,2023-10-01 00:23:29.667,2023-10-01 00:23:53.847
223,2040.00,2090.00,1063,2023-10-01 00:23:56.233,2023-10-01 00:24:02.803
147,1500.00,1450.00,1063,2023-10-01 00:24:20.570,2023-10-01 00:31:34.913
153,1020.00,980.00,1063,2023-10-01 00:31:43.917,2023-10-01 00:32:06.720
58,750.00,700.00,1063,2023-09-30 23:52:44.637,2023-09-30 23:52:55.650
51,56000.00,55970.00,1063,2023-10-01 01:44:07.907,2023-10-01 01:44:24.340
190,4000.00,3950.00,1063,2023-10-01 01:44:43.610,2023-10-01 01:45:02.010
191,3040.00,3030.00,1063,2023-10-01 01:45:12.697,2023-10-01 01:45:26.143
147,4000.00,3950.00,1063,2023-10-01 01:45:31.463,2023-10-01 01:45:59.127
58,2040.00,1990.00,1063,2023-10-01 01:15:47.107,2023-10-01 01:16:05.210
147,1500.00,1460.00,1063,2023-10-01 01:16:10.847,2023-10-01 01:16:31.910
58,1500.00,1450.00,1063,2023-10-01 02:28:30.753,2023-10-01 02:28:40.120
153,3000.00,2990.00,1063,2023-10-01 02:28:50.650,2023-10-01 02:28:58.410
223,2040.00,2000.00,1063,2023-10-01 02:29:00.010,2023-10-01 02:29:06.947
147,1500.00,1450.00,1063,2023-10-01 02:29:14.207,2023-10-01 02:29:27.883
147,4000.00,4040.00,1063,2023-10-01 04:03:37.560,2023-10-01 04:04:03.073
52,5440.00,5390.00,1063,2023-10-01 04:04:08.213,2023-10-01 04:04:28.990
141,8000.00,7950.00,1063,2023-10-01 04:04:32.200,2023-10-01 04:09:33.623
58,1020.00,970.00,1063,2023-10-01 06:21:08.947,2023-10-01 06:21:15.740
153,3000.00,2960.00,1063,2023-10-01 08:19:16.290,2023-10-01 08:19:23.837
58,2040.00,2000.00,1063,2023-10-01 08:19:35.650,2023-10-01 08:19:47.673
223,2040.00,1990.00,1063,2023-10-01 08:19:49.413,2023-10-01 08:19:56.297
147,1500.00,1450.00,1063,2023-10-01 08:20:03.930,2023-10-01 08:20:17.290
52,4080.00,4070.00,1063,2023-10-01 09:34:56.483,2023-10-01 09:35:07.707
64,9000.00,8990.00,1063,2023-10-01 09:35:08.527,2023-10-01 09:35:31.513
58,1020.00,970.00,1063,2023-10-01 08:47:25.473,2023-10-01 08:47:35.090
223,2040.00,2000.00,1063,2023-10-01 08:47:47.403,2023-10-01 08:47:53.797
147,1500.00,1520.00,1063,2023-10-01 08:47:55.077,2023-10-01 08:48:06.643
153,2100.00,2110.00,1063,2023-10-01 08:48:18.110,2023-10-01 08:48:23.753
58,2040.00,1990.00,1063,2023-10-01 08:54:36.333,2023-10-01 08:54:48.540
223,2040.00,2010.00,1063,2023-10-01 08:54:49.523,2023-10-01 08:54:56.000
147,1500.00,1450.00,1063,2023-10-01 08:55:00.890,2023-10-01 08:55:14.017
153,2040.00,2010.00,1063,2023-10-01 08:55:17.613,2023-10-01 08:55:23.043
147,3000.00,2950.00,1063,2023-10-01 10:59:11.280,2023-10-01 10:59:32.440
223,2040.00,2010.00,1052,2023-10-02 18:31:29.180,2023-10-02 18:31:35.663
52,2040.00,2020.00,1052,2023-10-02 18:31:39.003,2023-10-02 18:31:45.883
147,1500.00,1450.00,1052,2023-10-02 18:32:05.577,2023-10-02 18:32:22.293
153,2040.00,1990.00,1052,2023-10-02 18:32:26.070,2023-10-02 18:32:31.530
